"name","ring","quadrant","isNew","description"
MermaidJS, Assess, Tools, TRUE, "MermaidJS enables the creation of diagrams appropriate to many different architectural team needs. For additional information, see: <a href=""https://mermaid.js.org"">MermaidJS</a>"
